12. redna seja,Dvajseto redno poročilo o delu Varuha človekovih pravic Republike Slovenije za leto 2014 s predlogom priporočila - Amandma: K PREDLOGU PRIPOROČILA 13.10.2015 [ZL - Poslanska skupina Združena levica],0
12. redna seja,Dvajseto redno poročilo o delu Varuha človekovih pravic Republike Slovenije za leto 2014 s predlogom priporočila - Amandma: K PREDLOGU PRIPOROČILA 13.10.2015 [ZL - Poslanska skupina Združena levica],0
12. redna seja,Dvajseto redno poročilo o delu Varuha človekovih pravic Republike Slovenije za leto 2014 s predlogom priporočila - Amandma: K PREDLOGU PRIPOROČILA 13.10.2015 [ZL - Poslanska skupina Združena levica],0
12. redna seja,Dvajseto redno poročilo o delu Varuha človekovih pravic Republike Slovenije za leto 2014 s predlogom priporočila - Amandma: K PREDLOGU PRIPOROČILA 13.10.2015 [ZL - Poslanska skupina Združena levica],0
20. redna seja,Predlog sklepa (razprava o odgovoru ministra za finance dr. Dušana Mramorja na poslansko vprašanje mag. Andreja Širclja v zvezi s predlogom davčnih sprememb.),None
20. redna seja,Predlog sklepa (razprava o odgovoru ministra za pravosodje mag. Gorana Klemenčiča na poslansko vprašanje mag. Marka Pogačnika v zvezi s počasnim reševanjem gospodarskih sporov.),None
20. redna seja,Predlog sklepa (razprava o odgovoru ministra za finance dr. Dušana Mramorja na poslansko vprašanje mag. Anžeta Logarja v zvezi s kadrovsko politiko SDH.),None
12. redna seja,Sklep o razrešitvi podpredsednice in imenovanju podpredsednika Odbora za zunanjo politiko - Glasovanje o aktu v celoti,1
12. redna seja,|Zakon o ratifikaciji Sporazuma med Vlado Republike Slovenije, Vlado Madžarske in Vlado Italijanske republike o večnacionalnih silah kopenske vojske - Glasovanje o zakonu v celoti|,1
11. redna seja,Zakon o dopolnitvi Zakona o varstvu kulturne dediščine - Evidenčni sklep o primernosti predloga zakona ,0
11. redna seja,Zakon o nematerializiranih vrednostnih papirjih - Amandma: K 48. členu 23.9.2015 [SDS - Poslanska skupina Slovenske demokratske stranke],1
11. redna seja,Resolucija o dolgoročnem razvojnem programu policije do leta 2025 - Glasovanje,1
11. redna seja,Zakon o spremembah in dopolnitvah Zakona o preprečevanju omejevanja konkurence - Glasovanje o zakonu v celoti,1 
11. redna seja,Zakon o spremembah in dopolnitvah Zakona o morskem ribištvu - Glasovanje o zakonu v celoti,1
11. redna seja,Zakon o spremembi in dopolnitvi Zakona o stvarnem premoženju države in samoupravnih lokalnih skupnosti - Glasovanje o zakonu v celoti,1
11. redna seja,Zakon o nematerializiranih vrednostnih papirjih - Glasovanje o zakonu v celoti,1
11. redna seja,Zakon o nematerializiranih vrednostnih papirjih - Amandma: K 48. členu 24.9.2015 [NP - Poslanska skupina nepovezanih poslancev],0
11. redna seja,Zakon o ratifikaciji Okvirnega sporazuma o partnerstvu in sodelovanju med Evropsko unijo in njenimi državami članicami na eni strani ter Mongolijo na drugi strani - Glasovanje o zakonu v celoti,1 
11. redna seja,Zakon o ratifikaciji Sporazuma o nabavi in vzajemnih storitvah (USA-SVN-02) med Ministrstvom za obrambo Republike Slovenije in Ministrstvom za obrambo Združenih držav Amerike - Glasovanje o zakonu v celoti,1
11. redna seja,Zakon o ratifikaciji Sporazuma o prenosu in vzajemnosti prispevkov v okviru enotnega sklada za reševanje - Glasovanje o zakonu v celoti,1 
11. redna seja,Zakon o ratifikaciji Sporazuma med Vlado Republike Slovenije in Vlado Republike Makedonije o policijskem sodelovanju - Glasovanje o zakonu v celoti,1 
11. redna seja,Zakon o ratifikaciji Sporazuma med Vlado Republike Slovenije in Vlado Republike Kosovo o policijskem sodelovanju - Glasovanje o zakonu v celoti,1
11. redna seja,Zakon o ratifikaciji Dogovora med Vlado Republike Slovenije in Vlado Avstralije o programu delovnih in počitniških vizumov - Glasovanje o zakonu v celoti,1 
11. redna seja,Zakon o ratifikaciji Pogodbe med Republiko Slovenijo in Republiko Srbijo o pravni pomoči v civilnih in kazenskih zadevah - Glasovanje o zakonu v celoti,1 
10. redna seja,Zakon o davčnem potrjevanju računov - Glasovanje o zakonu v celoti,1
10. redna seja,|Predlog sklepa (razprava o odgovoru ministra za pravosodje mag. Gorana Klemenčiča na poslansko vprašanje Anje Bah Žibert v zvezi z uresničevanjem priporočil, ki jih je v pregledu stanja na področju pravosodja v Evropski uniji za Republiko Slovenijo za leto 2015 dala Evropska unija)|,0
10. redna seja,Predlog sklepa (razprava o odgovoru generalnega sekretarja Vlade mag. Darka Krašovca na poslansko vprašanje Mihe Kordiša v zvezi z državno pomočjo Novi ljubljanski banki),0
10. redna seja,Predlog sklepa (razprava o odgovoru ministra za gospodarski razvoj in tehnologijo Zdravka Počivalška na poslansko vprašanje dr. Franca Trčka v zvezi z razvojno nepodporo problemskim področjem),0
10. redna seja,Predlog sklepa (razprava o odgovoru ministrice za okolje in prostor Irene Majcen na poslansko vprašanje Zvonka Laha v zvezi s prostorsko zakonodajo),0
10. redna seja,Predlog sklepa (razprava o odgovoru ministrice za okolje in prostor Irene Majcen na poslansko vprašanje Tomaža Lisca v zvezi z urejanjem problematike dimnikarstva),0
10. redna seja,Predlog sklepa (razprava o odgovoru ministra za pravosodje mag. Gorana Klemenčiča na poslansko vprašanje Andreja Čuša v zvezi z zagotavljanjem načela enakosti državljank in državljanov ter njihovih ustavnih pravic v primeru odškodninskih tožb),0
12. redna seja,Dvajseto redno poročilo o delu Varuha človekovih pravic Republike Slovenije za leto 2014 s predlogom priporočila - Amandma: K PREDLOGU PRIPOROČILA 13.10.2015 [ZL - Poslanska skupina Združena levica],0
10. redna seja,|Predlog sklepa (razprava o odgovoru ministra za kmetijstvo, gozdarstvo in prehrano mag. Dejana Židana na poslansko vprašanje Violete Tomić v zvezi s kobilarno Lipica in družbo Lipica Turizem, d.o.o.)|,0
12. redna seja,Dvajseto redno poročilo o delu Varuha človekovih pravic Republike Slovenije za leto 2014 s predlogom priporočila - Amandma: K PREDLOGU PRIPOROČILA 13.10.2015 [ZL - Poslanska skupina Združena levica],0
12. redna seja,|Priporočilo v zvezi s problematiko delovanja Družbe za upravljanje terjatev bank, d. d., v povezavi z družbami in podjetji, katerih bančne terjatve so bile prenesene na Družbo za upravljanje terjatev bank, d. d. - Amandma: K predlogu priporočila 16.10.2015 [ZL - Poslanska skupina Združena levica]|,0
18. redna seja,|Predlog za sprejem avtentične razlage 63. člena Zakona o davčnem postopku (Uradni list RS, št. 13/11 – uradno prečiščeno besedilo, 32/12, 94/12, 101/13 – ZDavNepr, 111/13, 25/14 – ZFU, 40/14 – ZIN-B, 90/14 in 91/15) - Evidenčni sklep o nesprejetju predloga 21.4.2016|,None
10. redna seja,Predlog sklepa (razprava o odgovoru ministrice za zdravje Marije Milojke Kolar Celarc ter ministra za pravosodje mag. Gorana Klemenčiča na poslansko vprašanje Jerneja Vrtovca v zvezi s pregonom korupcije v zdravstvenem sistemu),0
10. redna seja,|Predlog sklepa (razprava o odgovoru ministra za pravosodje mag. Gorana Klemenčiča na poslansko vprašanje dr. Vinka Gorenaka v zvezi s postopki Ministrstva za pravosodje po objavi poročila Komisije za preprečevanje korupcije, vezanega na koruptivno ravnanje generalnega državnega tožilca)|,0
